battery_voltage	64.00
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.20411
% bat	49697.27734
% batA	0.00000
% batB	0.00000
% batC	-6.47321

dt_ms	41736.00
last_read_micros	6765668
current_read_micros	6807404
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0868000984
calculte_milli_coulombs_transffred	-333888.0312500000
battery_capacity_coulomb	53663.4570312500
battery_capacity_milli_coulomb	53663456
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.23463
% bat	49688.38671
% batA	0.00000
% batB	0.00000
% batC	-73.43750

dt_ms	41824.00
last_read_micros	6807404
current_read_micros	6849228
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0912001132
calculte_milli_coulombs_transffred	-334592.0312500000
battery_capacity_coulomb	53657.2460937500
battery_capacity_milli_coulomb	53657248
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.25294
% bat	49682.63671
% batA	0.00000
% batB	-100.00000
% batC	-116.74108

dt_ms	42160.00
last_read_micros	6849228
current_read_micros	6891388
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1080000400
calculte_milli_coulombs_transffred	-337280.0312500000
battery_capacity_coulomb	53650.3359375000
battery_capacity_milli_coulomb	53650336
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.27430
% bat	49676.23437
% batA	0.00000
% batB	-100.00000
% batC	-164.95535

dt_ms	42168.00
last_read_micros	6891388
current_read_micros	6933556
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1084001064
calculte_milli_coulombs_transffred	-337344.0312500000
battery_capacity_coulomb	53640.7343750000
battery_capacity_milli_coulomb	53640736
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.30482
% bat	49667.34765
% batA	0.00000
% batB	200.00000
% batC	225.22322

BAT PERCENT
49.66 %
dt_ms	76440.00
last_read_micros	6933556
current_read_micros	7009996
shunt_voltage	-0.25
calculte_coulombs_transffred	-3.8220000267
calculte_milli_coulombs_transffred	-611520.0000000000
battery_capacity_coulomb	53631.0703125000
battery_capacity_milli_coulomb	53631072
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.33229
% bat	49658.40234
% batA	0.00000
% batB	100.00000
% batC	157.81250

dt_ms	39272.00
last_read_micros	7009996
current_read_micros	7049268
shunt_voltage	-0.37
calculte_coulombs_transffred	-1.9636000633
calculte_milli_coulombs_transffred	-314176.0000000000
battery_capacity_coulomb	53609.3750000000
battery_capacity_milli_coulomb	53609376
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.39942
% bat	49638.30859
% batA	0.00000
% batB	0.00000
% batC	6.47321

dt_ms	41648.00
last_read_micros	7049268
current_read_micros	7090916
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0824000835
calculte_milli_coulombs_transffred	-333184.0312500000
battery_capacity_coulomb	53622.8789062500
battery_capacity_milli_coulomb	53622880
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.35975
% bat	49650.81640
% batA	0.00000
% batB	100.00000
% batC	100.66964

dt_ms	41992.00
last_read_micros	7090916
current_read_micros	7132908
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0996000766
calculte_milli_coulombs_transffred	-335936.0312500000
battery_capacity_coulomb	53617.3750000000
battery_capacity_milli_coulomb	53617376
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.37501
% bat	49645.72265
% batA	0.00000
% batB	0.00000
% batC	62.27679

dt_ms	41736.00
last_read_micros	7132908
current_read_micros	7174644
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0868000984
calculte_milli_coulombs_transffred	-333888.0312500000
battery_capacity_coulomb	53609.1210937500
battery_capacity_milli_coulomb	53609120
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.39942
% bat	49638.07421
% batA	0.00000
% batB	0.00000
% batC	4.68750

dt_ms	41656.00
last_read_micros	7174644
current_read_micros	7216300
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0827999114
calculte_milli_coulombs_transffred	-333248.0312500000
battery_capacity_coulomb	53602.9101562500
battery_capacity_milli_coulomb	53602912
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.42079
% bat	49632.32812
% batA	0.00000
% batB	0.00000
% batC	-38.61607

dt_ms	41816.00
last_read_micros	7216300
current_read_micros	7258116
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0908000469
calculte_milli_coulombs_transffred	-334528.0312500000
battery_capacity_coulomb	53597.3437500000
battery_capacity_milli_coulomb	53597344
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.43605
% bat	49627.17187
% batA	0.00000
% batB	0.00000
% batC	-77.45536

BAT PERCENT
49.62 %
dt_ms	76248.00
last_read_micros	7258116
current_read_micros	7334364
shunt_voltage	-0.25
calculte_coulombs_transffred	-3.8124000549
calculte_milli_coulombs_transffred	-609984.0000000000
battery_capacity_coulomb	53590.4960937500
battery_capacity_milli_coulomb	53590496
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.45741
% bat	49620.83203
% batA	0.00000
% batB	-100.00000
% batC	-125.22322

dt_ms	39432.00
last_read_micros	7334364
current_read_micros	7373796
shunt_voltage	-0.37
calculte_coulombs_transffred	-1.9715999603
calculte_milli_coulombs_transffred	-315456.0000000000
battery_capacity_coulomb	53570.3359375000
battery_capacity_milli_coulomb	53570336
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.51845
% bat	49602.16015
% batA	0.00000
% batB	100.00000
% batC	191.29464

dt_ms	41996.00
last_read_micros	7373796
current_read_micros	7415792
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0998001098
calculte_milli_coulombs_transffred	-335968.0312500000
battery_capacity_coulomb	53582.5585937500
battery_capacity_milli_coulomb	53582560
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.48183
% bat	49613.48437
% batA	0.00000
% batB	-100.00000
% batC	-180.58035

dt_ms	42160.00
last_read_micros	7415792
current_read_micros	7457952
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1080000400
calculte_milli_coulombs_transffred	-337280.0312500000
battery_capacity_coulomb	53574.2734375000
battery_capacity_milli_coulomb	53574272
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.50624
% bat	49605.80859
% batA	0.00000
% batB	200.00000
% batC	218.75000

dt_ms	41996.00
last_read_micros	7457952
current_read_micros	7499948
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0998001098
calculte_milli_coulombs_transffred	-335968.0312500000
battery_capacity_coulomb	53564.6718750000
battery_capacity_milli_coulomb	53564672
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.53676
% bat	49596.92187
% batA	0.00000
% batB	100.00000
% batC	151.78572

dt_ms	41992.00
last_read_micros	7499948
current_read_micros	7541940
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0996000766
calculte_milli_coulombs_transffred	-335936.0312500000
battery_capacity_coulomb	53556.3828125000
battery_capacity_milli_coulomb	53556384
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.56117
% bat	49589.24609
% batA	0.00000
% batB	0.00000
% batC	93.97322

dt_ms	41728.00
last_read_micros	7541940
current_read_micros	7583668
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0864000320
calculte_milli_coulombs_transffred	-333824.0312500000
battery_capacity_coulomb	53548.1289062500
battery_capacity_milli_coulomb	53548128
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.58559
% bat	49581.60156
% batA	0.00000
% batB	0.00000
% batC	36.38393

BAT PERCENT
49.58 %
dt_ms	76204.00
last_read_micros	7583668
current_read_micros	7659872
shunt_voltage	-0.37
calculte_coulombs_transffred	-3.8101999282
calculte_milli_coulombs_transffred	-609632.0000000000
battery_capacity_coulomb	53541.9843750000
battery_capacity_milli_coulomb	53541984
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.60695
% bat	49575.91406
% batA	0.00000
% batB	0.00000
% batC	-6.47321

dt_ms	39012.00
last_read_micros	7659872
current_read_micros	7698884
shunt_voltage	-0.25
calculte_coulombs_transffred	-1.9506000518
calculte_milli_coulombs_transffred	-312096.0000000000
battery_capacity_coulomb	53522.1757812500
battery_capacity_milli_coulomb	53522176
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.66493
% bat	49557.57031
% batA	0.00000
% batB	-100.00000
% batC	-144.64285

dt_ms	42168.00
last_read_micros	7698884
current_read_micros	7741052
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1084001064
calculte_milli_coulombs_transffred	-337344.0312500000
battery_capacity_coulomb	53537.7617187500
battery_capacity_milli_coulomb	53537760
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.61916
% bat	49572.00390
% batA	0.00000
% batB	0.00000
% batC	-35.93750

dt_ms	41816.00
last_read_micros	7741052
current_read_micros	7782868
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0908000469
calculte_milli_coulombs_transffred	-334528.0312500000
battery_capacity_coulomb	53528.0976562500
battery_capacity_milli_coulomb	53528096
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.64662
% bat	49563.05078
% batA	0.00000
% batB	-100.00000
% batC	-103.34822

dt_ms	42168.00
last_read_micros	7782868
current_read_micros	7825036
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1084001064
calculte_milli_coulombs_transffred	-337344.0312500000
battery_capacity_coulomb	53521.2460937500
battery_capacity_milli_coulomb	53521248
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.66799
% bat	49556.71484
% batA	0.00000
% batB	-100.00000
% batC	-151.11607

dt_ms	42148.00
last_read_micros	7825036
current_read_micros	7867184
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1073999404
calculte_milli_coulombs_transffred	-337184.0312500000
battery_capacity_coulomb	53511.5859375000
battery_capacity_milli_coulomb	53511584
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.69851
% bat	49547.76171
% batA	0.00000
% batB	-200.00000
% batC	-218.52677

dt_ms	42160.00
last_read_micros	7867184
current_read_micros	7909344
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1080000400
calculte_milli_coulombs_transffred	-337280.0312500000
battery_capacity_coulomb	53502.0781250000
battery_capacity_milli_coulomb	53502080
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.72597
% bat	49538.96484
% batA	0.00000
% batB	100.00000
% batC	172.32142

BAT PERCENT
49.53 %
dt_ms	76456.00
last_read_micros	7909344
current_read_micros	7985800
shunt_voltage	-0.37
calculte_coulombs_transffred	-3.8227998733
calculte_milli_coulombs_transffred	-611648.0000000000
battery_capacity_coulomb	53492.4804687500
battery_capacity_milli_coulomb	53492480
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.75649
% bat	49530.07421
% batA	0.00000
% batB	100.00000
% batC	105.35714

dt_ms	39264.00
last_read_micros	7985800
current_read_micros	8025064
shunt_voltage	-0.37
calculte_coulombs_transffred	-1.9631999969
calculte_milli_coulombs_transffred	-314112.0000000000
battery_capacity_coulomb	53470.6562500000
battery_capacity_milli_coulomb	53470656
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.82363
% bat	49509.86718
% batA	0.00000
% batB	0.00000
% batC	-46.87500

dt_ms	41828.00
last_read_micros	8025064
current_read_micros	8066892
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0913999080
calculte_milli_coulombs_transffred	-334624.0312500000
battery_capacity_coulomb	53484.2226562500
battery_capacity_milli_coulomb	53484224
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.78091
% bat	49522.42968
% batA	0.00000
% batB	0.00000
% batC	47.76786

dt_ms	41752.00
last_read_micros	8066892
current_read_micros	8108644
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0875999927
calculte_milli_coulombs_transffred	-334016.0312500000
battery_capacity_coulomb	53477.2812500000
battery_capacity_milli_coulomb	53477280
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.80227
% bat	49516.00000
% batA	0.00000
% batB	0.00000
% batC	-0.66964

dt_ms	41716.00
last_read_micros	8108644
current_read_micros	8150360
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0857999324
calculte_milli_coulombs_transffred	-333728.0312500000
battery_capacity_coulomb	53470.9453125000
battery_capacity_milli_coulomb	53470944
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.82363
% bat	49510.13671
% batA	0.00000
% batB	0.00000
% batC	-44.86607

dt_ms	41828.00
last_read_micros	8150360
current_read_micros	8192188
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0913999080
calculte_milli_coulombs_transffred	-334624.0312500000
battery_capacity_coulomb	53464.8945312500
battery_capacity_milli_coulomb	53464896
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.84194
% bat	49504.53125
% batA	0.00000
% batB	0.00000
% batC	-87.05358

dt_ms	41820.00
last_read_micros	8192188
current_read_micros	8234008
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0910000801
calculte_milli_coulombs_transffred	-334560.0312500000
battery_capacity_coulomb	53457.9531250000
battery_capacity_milli_coulomb	53457952
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.86331
% bat	49498.10546
% batA	0.00000
% batB	-100.00000
% batC	-135.49107

BAT PERCENT
49.49 %
dt_ms	76628.00
last_read_micros	8234008
current_read_micros	8310636
shunt_voltage	-0.25
calculte_coulombs_transffred	-3.8313999176
calculte_milli_coulombs_transffred	-613024.0000000000
battery_capacity_coulomb	53451.0703125000
battery_capacity_milli_coulomb	53451072
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.88162
% bat	49491.73046
% batA	0.00000
% batB	-100.00000
% batC	-183.48214

dt_ms	39448.00
last_read_micros	8310636
current_read_micros	8350084
shunt_voltage	-0.25
calculte_coulombs_transffred	-1.9723999023
calculte_milli_coulombs_transffred	-315584.0000000000
battery_capacity_coulomb	53427.8710937500
battery_capacity_milli_coulomb	53427872
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.95486
% bat	49470.25000
% batA	0.00000
% batB	100.00000
% batC	111.83036

dt_ms	41988.00
last_read_micros	8350084
current_read_micros	8392072
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0994000434
calculte_milli_coulombs_transffred	-335904.0312500000
battery_capacity_coulomb	53439.9687500000
battery_capacity_milli_coulomb	53439968
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.91824
% bat	49481.45312
% batA	0.00000
% batB	100.00000
% batC	196.20535

dt_ms	41984.00
last_read_micros	8392072
current_read_micros	8434056
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0992000102
calculte_milli_coulombs_transffred	-335872.0312500000
battery_capacity_coulomb	53431.7421875000
battery_capacity_milli_coulomb	53431744
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.94266
% bat	49473.83984
% batA	0.00000
% batB	100.00000
% batC	138.83927

dt_ms	41992.00
last_read_micros	8434056
current_read_micros	8476048
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0996000766
calculte_milli_coulombs_transffred	-335936.0312500000
battery_capacity_coulomb	53423.5507812500
battery_capacity_milli_coulomb	53423552
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.96707
% bat	49466.25390
% batA	0.00000
% batB	0.00000
% batC	81.69643

dt_ms	41740.00
last_read_micros	8476048
current_read_micros	8517788
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0869998931
calculte_milli_coulombs_transffred	-333920.0312500000
battery_capacity_coulomb	53415.2968750000
battery_capacity_milli_coulomb	53415296
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-36.99148
% bat	49458.60546
% batA	0.00000
% batB	0.00000
% batC	24.10714

dt_ms	41728.00
last_read_micros	8517788
current_read_micros	8559516
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0864000320
calculte_milli_coulombs_transffred	-333824.0312500000
battery_capacity_coulomb	53409.0546875000
battery_capacity_milli_coulomb	53409056
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.00979
% bat	49452.82812
% batA	0.00000
% batB	0.00000
% batC	-19.41964

BAT PERCENT
49.45 %
dt_ms	76272.00
last_read_micros	8559516
current_read_micros	8635788
shunt_voltage	-0.37
calculte_coulombs_transffred	-3.8136000633
calculte_milli_coulombs_transffred	-610176.0000000000
battery_capacity_coulomb	53402.9101562500
battery_capacity_milli_coulomb	53402912
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.03116
% bat	49447.14062
% batA	0.00000
% batB	0.00000
% batC	-62.27679

dt_ms	39108.00
last_read_micros	8635788
current_read_micros	8674896
shunt_voltage	-0.37
calculte_coulombs_transffred	-1.9553999900
calculte_milli_coulombs_transffred	-312864.0000000000
battery_capacity_coulomb	53382.5585937500
battery_capacity_milli_coulomb	53382560
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.09220
% bat	49428.29687
% batA	0.00000
% batB	-200.00000
% batC	-204.24107

dt_ms	42152.00
last_read_micros	8674896
current_read_micros	8717048
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1075999736
calculte_milli_coulombs_transffred	-337216.0312500000
battery_capacity_coulomb	53397.3750000000
battery_capacity_milli_coulomb	53397376
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.04642
% bat	49442.01562
% batA	0.00000
% batB	-100.00000
% batC	-100.89286

dt_ms	42160.00
last_read_micros	8717048
current_read_micros	8759208
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1080000400
calculte_milli_coulombs_transffred	-337280.0312500000
battery_capacity_coulomb	53387.8398437500
battery_capacity_milli_coulomb	53387840
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.07694
% bat	49433.18359
% batA	0.00000
% batB	-100.00000
% batC	-167.41072

dt_ms	42160.00
last_read_micros	8759208
current_read_micros	8801368
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1080000400
calculte_milli_coulombs_transffred	-337280.0312500000
battery_capacity_coulomb	53378.2382812500
battery_capacity_milli_coulomb	53378240
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.10440
% bat	49424.29687
% batA	0.00000
% batB	200.00000
% batC	222.76785

dt_ms	41992.00
last_read_micros	8801368
current_read_micros	8843360
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0996000766
calculte_milli_coulombs_transffred	-335936.0312500000
battery_capacity_coulomb	53368.6406250000
battery_capacity_milli_coulomb	53368640
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.13492
% bat	49415.40625
% batA	0.00000
% batB	100.00000
% batC	155.80357

dt_ms	41988.00
last_read_micros	8843360
current_read_micros	8885348
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0994000434
calculte_milli_coulombs_transffred	-335904.0312500000
battery_capacity_coulomb	53360.3828125000
battery_capacity_milli_coulomb	53360384
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.15933
% bat	49407.76562
% batA	0.00000
% batB	0.00000
% batC	98.21429

BAT PERCENT
49.40 %
dt_ms	76180.00
last_read_micros	8885348
current_read_micros	8961528
shunt_voltage	-0.25
calculte_coulombs_transffred	-3.8090000152
calculte_milli_coulombs_transffred	-609440.0000000000
battery_capacity_coulomb	53352.1601562500
battery_capacity_milli_coulomb	53352160
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.18375
% bat	49400.14843
% batA	0.00000
% batB	0.00000
% batC	40.84821

dt_ms	39024.00
last_read_micros	8961528
current_read_micros	9000552
shunt_voltage	-0.25
calculte_coulombs_transffred	-1.9512000083
calculte_milli_coulombs_transffred	-312192.0000000000
battery_capacity_coulomb	53332.5429687500
battery_capacity_milli_coulomb	53332544
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.24479
% bat	49381.98437
% batA	0.00000
% batB	0.00000
% batC	-95.98214

dt_ms	41812.00
last_read_micros	9000552
current_read_micros	9042364
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0906000137
calculte_milli_coulombs_transffred	-334496.0312500000
battery_capacity_coulomb	53348.0312500000
battery_capacity_milli_coulomb	53348032
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.19596
% bat	49396.32812
% batA	0.00000
% batB	0.00000
% batC	12.05357

dt_ms	41736.00
last_read_micros	9042364
current_read_micros	9084100
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0868000984
calculte_milli_coulombs_transffred	-333888.0312500000
battery_capacity_coulomb	53341.2148437500
battery_capacity_milli_coulomb	53341216
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.21732
% bat	49390.01562
% batA	0.00000
% batB	0.00000
% batC	-35.49107

dt_ms	41824.00
last_read_micros	9084100
current_read_micros	9125924
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0912001132
calculte_milli_coulombs_transffred	-334592.0312500000
battery_capacity_coulomb	53335.0078125000
battery_capacity_milli_coulomb	53335008
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.23563
% bat	49384.26953
% batA	0.00000
% batB	0.00000
% batC	-78.79464

dt_ms	41816.00
last_read_micros	9125924
current_read_micros	9167740
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0908000469
calculte_milli_coulombs_transffred	-334528.0312500000
battery_capacity_coulomb	53328.0976562500
battery_capacity_milli_coulomb	53328096
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.25699
% bat	49377.86718
% batA	0.00000
% batB	-100.00000
% batC	-127.00893

dt_ms	42164.00
last_read_micros	9167740
current_read_micros	9209904
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1082000732
calculte_milli_coulombs_transffred	-337312.0312500000
battery_capacity_coulomb	53321.2460937500
battery_capacity_milli_coulomb	53321248
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
